Avalonia,MIT,https://avaloniaui.net
FluentAvalonia,MIT,https://github.com/amwx/FluentAvalonia
ScottPlot,MIT,https://github.com/ScottPlot/ScottPlot
StagPoint.EuropeanDataFormat.Net,MIT,https://github.com/StagPoint/StagPoint.EuropeanDataFormat.Net
sqlite-net,MIT,https://github.com/praeclarum/sqlite-net
MessageBox.Avalonia,MIT,https://github.com/AvaloniaCommunity/MessageBox.Avalonia
QuestPDF,MIT*,https://github.com/QuestPDF/QuestPDF
